iter	Logloss
760	0.4006854419
761	0.4006245833
762	0.4005494223
763	0.4004628431
764	0.4004330024
765	0.4003580768
766	0.4002937162
767	0.4002343879
768	0.4002019869
769	0.4001491035
770	0.4000825063
771	0.4000388636
772	0.3999978988
773	0.3999262987
774	0.3998818614
775	0.3998331863
776	0.399756701
777	0.3996840415
778	0.3996479619
779	0.3996220647
780	0.3995577923
781	0.3994780111
782	0.3994077648
783	0.3993326921
784	0.3992771013
785	0.3992196564
786	0.3991838711
787	0.3991161556
788	0.3990821654
789	0.399012802
790	0.398926311
791	0.3988686601
792	0.3987782845
793	0.3986835829
794	0.3985798467
795	0.3985395588
796	0.3984726967
797	0.3983918266
798	0.3982825872
799	0.3982210224
800	0.3981684333
801	0.3981322948
802	0.3980684639
803	0.3980160219
804	0.3979697011
805	0.3979182009
806	0.3978275604
807	0.3977498098
808	0.3976612293
809	0.3976194111
810	0.397556934
811	0.3974509317
812	0.3973807737
813	0.3973160599
814	0.3972512873
815	0.3971880156
816	0.397127569
817	0.3970412546
818	0.3969733331
819	0.396898231
820	0.3968118577
821	0.3967379328
822	0.396709799
823	0.3966774568
824	0.3966238083
825	0.3965627731
826	0.3965308429
827	0.3964836099
828	0.3964311679
829	0.3963821102
830	0.3963352303
831	0.3962632476
832	0.3961808472
833	0.3960999183
834	0.3960560989
835	0.3959980949
836	0.3959656645
837	0.3958831463
838	0.3958017759
839	0.3957706698
840	0.3957146375
841	0.3956559567
842	0.3956260865
843	0.395549307
844	0.395500779
845	0.3954633751
846	0.3954141703
847	0.3953522523
848	0.3952870383
849	0.3952552553
850	0.3951792115
851	0.3950981059
852	0.3950200021
853	0.3949450766
854	0.3948996387
855	0.394848727
856	0.394785367
857	0.3947130606
858	0.3946626786
859	0.394616299
860	0.3945790422
861	0.3945268946
862	0.3944946407
863	0.3944359304
864	0.3943776321
865	0.3942972623
866	0.394236904
867	0.3941602128
868	0.3941020028
869	0.3940660409
870	0.3940196318
871	0.3939687495
872	0.3939296093
873	0.3938794628
874	0.3938308466
875	0.3937977098
876	0.393723932
877	0.3936596892
878	0.3936324087
879	0.3935525392
880	0.3935144879
881	0.3934303806
882	0.3933953604
883	0.393344125
884	0.3933033663
885	0.3932396237
886	0.3931824142
887	0.3931181125
888	0.3930617565
889	0.3930340052
890	0.3929956008
891	0.3929757069
892	0.3929332119
893	0.3928717942
894	0.39284522
895	0.3928112004
896	0.3927510776
897	0.3927071405
898	0.3926785652
899	0.3925928688
900	0.3925350414
901	0.3925057009
902	0.3924293923
903	0.3924024356
904	0.3923322775
905	0.392279865
906	0.3921776002
907	0.3921248639
908	0.3920783371
909	0.3919870198
910	0.3919303401
911	0.3918845785
912	0.3918179518
913	0.3917783997
914	0.3917433206
915	0.3916842866
916	0.3916530628
917	0.3915952353
918	0.3915247241
919	0.3914411171
920	0.3913962384
921	0.3913398824
922	0.3912824964
923	0.3912307901
924	0.3911847636
925	0.3911537163
926	0.3910907389
927	0.3910518929
928	0.3909897101
929	0.3909466264
930	0.3908889167
931	0.3908398002
932	0.3907892122
933	0.3907467466
934	0.3907110496
935	0.3906833571
936	0.3906189377
937	0.3905812395
938	0.3905254721
939	0.3904859493
940	0.3904601992
941	0.3904353025
942	0.3904005766
943	0.3903731491
944	0.3903275345
945	0.3902875703
946	0.3902506667
947	0.3902182951
948	0.390185747
949	0.390129391
950	0.3900842768
951	0.3900117644
952	0.3899853374
953	0.3899051148
954	0.3898770692
955	0.3898276584
956	0.3897988477
957	0.3897346636
958	0.3896848114
959	0.3896288085
960	0.389566096
961	0.3895311935
962	0.3894885807
963	0.3894367567
964	0.3893789588
965	0.3893424966
966	0.3892735157
967	0.3892235751
968	0.3891583905
969	0.3891089209
970	0.3890584506
971	0.3890278447
972	0.3889806999
973	0.3889149562
974	0.3888619551
975	0.3887958288
976	0.3887363239
977	0.3886668721
978	0.3886197273
979	0.3885741717
980	0.3885254377
981	0.3884813241
982	0.3884566334
983	0.3883831499
984	0.3883346219
985	0.3882884483
986	0.388265641
987	0.3882235579
988	0.388185124
989	0.3881634351
990	0.3881236769
991	0.3880674975
992	0.3880178218
993	0.3879804179
994	0.3879467809
995	0.3878810666
996	0.3878419852
997	0.3877773303
998	0.387711204
999	0.3876696212
